action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0122,ACC002,monitor,42,13.5,Ready
ACT0123,ACC010,document,43,2.4,Complete
ACT0124,ACC023,validate,11,4.5,Complete
ACT0125,ACC002,validate,9,7.7,Complete
ACT0126,ACC030,prioritize,17,11.1,Proposed
ACT0127,ACC006,monitor,8,9.5,Ready
ACT0128,ACC024,monitor,21,18.9,Proposed
ACT0129,ACC031,monitor,16,13.8,Complete
ACT0130,ACC027,monitor,15,14.3,Complete
ACT0131,ACC036,document,4,16.6,Proposed
ACT0132,ACC014,monitor,11,22.0,Complete
ACT0133,ACC020,escalate,9,14.8,Proposed
ACT0134,ACC029,prioritize,29,8.5,In Review
ACT0135,ACC006,escalate,25,3.4,In Review
ACT0136,ACC007,prioritize,19,9.2,Proposed
ACT0137,ACC005,prioritize,11,9.3,Ready
ACT0138,ACC030,automate,17,15.9,Proposed
ACT0139,ACC007,prioritize,39,3.4,Proposed
ACT0140,ACC014,prioritize,25,6.2,In Review
ACT0141,ACC014,monitor,33,19.3,In Review
ACT0142,ACC007,automate,8,12.2,Proposed
ACT0143,ACC025,prioritize,12,9.2,In Review
ACT0144,ACC020,prioritize,37,5.6,Proposed
ACT0145,ACC007,document,27,17.0,Proposed
ACT0146,ACC013,automate,39,22.4,Ready
ACT0147,ACC036,escalate,36,19.8,Ready
ACT0148,ACC026,document,14,9.2,Complete
ACT0149,ACC005,prioritize,17,13.6,Complete
ACT0150,ACC036,automate,18,12.2,Proposed
ACT0151,ACC003,automate,4,8.4,In Review
ACT0152,ACC001,document,28,13.4,Proposed
ACT0153,ACC007,monitor,8,16.0,Proposed
ACT0154,ACC033,escalate,26,9.0,Proposed
ACT0155,ACC022,escalate,36,12.9,Proposed
ACT0156,ACC024,escalate,2,23.0,Ready
ACT0157,ACC020,validate,44,22.0,Complete
ACT0158,ACC009,prioritize,36,14.1,Complete
ACT0159,ACC005,validate,17,8.4,In Review
ACT0160,ACC036,validate,23,9.6,In Review
ACT0161,ACC024,escalate,16,12.9,Ready
ACT0162,ACC023,prioritize,36,18.9,Proposed
ACT0163,ACC016,prioritize,35,15.0,Ready
ACT0164,ACC022,document,12,19.8,In Review
ACT0165,ACC004,prioritize,3,16.8,Ready
ACT0166,ACC012,document,44,3.6,Proposed
ACT0167,ACC018,escalate,30,2.1,In Review
ACT0168,ACC011,validate,15,8.5,Ready
ACT0169,ACC009,monitor,4,12.7,Proposed
ACT0170,ACC014,document,28,4.5,Proposed
ACT0171,ACC014,prioritize,4,10.0,Proposed
ACT0172,ACC016,prioritize,5,10.0,In Review
ACT0173,ACC012,prioritize,38,23.5,Proposed
ACT0174,ACC015,automate,11,4.0,In Review
ACT0175,ACC033,validate,26,16.0,In Review
ACT0176,ACC007,prioritize,19,12.9,In Review
ACT0177,ACC023,prioritize,35,4.4,Proposed
ACT0178,ACC030,automate,20,4.7,In Review
ACT0179,ACC021,prioritize,9,21.2,Ready
ACT0180,ACC020,automate,38,8.2,In Review
ACT0181,ACC032,monitor,16,17.3,Proposed
ACT0182,ACC033,validate,34,10.3,Complete
ACT0183,ACC012,automate,40,6.6,Proposed
ACT0184,ACC001,document,6,6.0,Complete
ACT0185,ACC035,escalate,38,22.6,In Review
ACT0186,ACC030,automate,17,20.8,Complete
ACT0187,ACC005,prioritize,10,2.9,Proposed
ACT0188,ACC020,prioritize,38,17.4,Proposed
ACT0189,ACC027,monitor,11,9.0,Ready
ACT0190,ACC036,validate,28,17.1,Ready
ACT0191,ACC022,monitor,21,22.0,Proposed
ACT0192,ACC007,validate,9,4.8,Ready
ACT0193,ACC014,monitor,19,3.6,Complete
ACT0194,ACC022,monitor,4,10.1,In Review
ACT0195,ACC025,document,3,18.5,Complete
ACT0196,ACC007,prioritize,3,8.3,In Review
ACT0197,ACC025,prioritize,8,10.7,In Review
ACT0198,ACC006,document,42,9.6,Proposed
ACT0199,ACC016,prioritize,32,12.4,In Review
ACT0200,ACC031,validate,15,20.6,Complete
ACT0201,ACC001,prioritize,4,4.4,In Review
ACT0202,ACC009,document,42,17.9,Proposed
ACT0203,ACC024,monitor,15,3.1,Ready
ACT0204,ACC007,prioritize,38,5.3,Complete
ACT0205,ACC007,validate,28,13.9,Ready
ACT0206,ACC035,validate,41,5.9,In Review
ACT0207,ACC021,validate,9,16.3,Ready
ACT0208,ACC007,document,40,16.9,Ready
ACT0209,ACC007,automate,25,16.9,Ready
ACT0210,ACC036,validate,19,8.0,In Review
ACT0211,ACC019,document,21,10.4,Complete
ACT0212,ACC017,monitor,17,13.8,Complete
ACT0213,ACC021,automate,34,2.3,Ready
ACT0214,ACC023,document,12,17.7,In Review
ACT0215,ACC010,automate,32,18.4,Ready
ACT0216,ACC008,escalate,27,15.8,In Review
ACT0217,ACC002,document,11,13.9,In Review
ACT0218,ACC030,monitor,4,9.1,Proposed
ACT0219,ACC023,validate,3,21.6,In Review
ACT0220,ACC001,automate,37,9.8,Complete
